user_id,challenge_id,solved,skill,act_z,align,pop_z,difficulty_num,tag_algo,tag_ds,tag_math,skill_x_diff
34,370,0,-0.8088372394255993,0.07039542009126368,0.39652237130767976,-1.342709792791033,0,0.30210248753412117,0.5396090672344694,0.6818173923670678,-0.8088372394255993
158,370,0,-0.8068459276211205,-0.6371258673120316,0.8551987975507515,-1.342709792791033,0,0.30210248753412117,0.5396090672344694,0.6818173923670678,-0.8068459276211205
366,370,0,0.38795708601520174,-1.5215274765661508,0.6026478707117597,-1.342709792791033,0,0.30210248753412117,0.5396090672344694,0.6818173923670678,0.38795708601520174
545,370,0,-0.37360366010814,-0.28336522361038397,0.6749238802367953,-1.342709792791033,0,0.30210248753412117,0.5396090672344694,0.6818173923670678,-0.37360366010814
270,370,0,-0.13762097627558853,0.9901730937155475,0.709674768211964,-1.342709792791033,0,0.30210248753412117,0.5396090672344694,0.6818173923670678,-0.13762097627558853
61,370,0,0.20313861038960904,1.520814059268019,1.2171284466110477,-1.342709792791033,0,0.30210248753412117,0.5396090672344694,0.6818173923670678,0.20313861038960904
379,370,0,-1.1705515303032201,0.3534039350525818,0.7319313184535357,-1.342709792791033,0,0.30210248753412117,0.5396090672344694,0.6818173923670678,-1.1705515303032201
571,370,1,-1.5576786036041945,-1.344647154715327,0.7817893992210978,-1.342709792791033,0,0.30210248753412117,0.5396090672344694,0.6818173923670678,-1.5576786036041945
347,370,1,0.041707080346346355,-1.0262625753838441,1.3028367423711034,-1.342709792791033,0,0.30210248753412117,0.5396090672344694,0.6818173923670678,0.041707080346346355
395,370,0,0.7943147908760457,-0.7078779960523611,0.9481889786860009,-1.342709792791033,0,0.30210248753412117,0.5396090672344694,0.6818173923670678,0.7943147908760457
29,370,1,-0.048500945401071985,-0.6371258673120316,0.5156668745940352,-1.342709792791033,0,0.30210248753412117,0.5396090672344694,0.6818173923670678,-0.048500945401071985
240,370,1,-1.4498638219066111,-0.10648490175956016,1.297367130462578,-1.342709792791033,0,0.30210248753412117,0.5396090672344694,0.6818173923670678,-1.4498638219066111
101,370,0,-0.3044768777114372,-1.0970147041241736,0.8853063234045608,-1.342709792791033,0,0.30210248753412117,0.5396090672344694,0.6818173923670678,-0.3044768777114372
433,370,1,-0.8272879008045365,-0.00035670864906585555,0.5010736180145671,-1.342709792791033,0,0.30210248753412117,0.5396090672344694,0.6818173923670678,-0.8272879008045365
12,370,0,0.35688700816006075,-1.2385189616048327,0.48691543730640374,-1.342709792791033,0,0.30210248753412117,0.5396090672344694,0.6818173923670678,0.35688700816006075
403,370,1,-0.3770744504010968,0.5656603212735704,1.2793474422983404,-1.342709792791033,0,0.30210248753412117,0.5396090672344694,0.6818173923670678,-0.3770744504010968
427,370,0,0.3372378158484627,-0.42486948109104306,0.9990100209585346,-1.342709792791033,0,0.30210248753412117,0.5396090672344694,0.6818173923670678,0.3372378158484627
357,370,0,-0.2987735866784475,-1.5922796053064803,1.0544607289720975,-1.342709792791033,0,0.30210248753412117,0.5396090672344694,0.6818173923670678,-0.2987735866784475
479,370,0,1.861202786911729,-0.6725019316821964,0.5893182634370877,-1.342709792791033,0,0.30210248753412117,0.5396090672344694,0.6818173923670678,1.861202786911729
336,370,0,-1.1069310243514836,-1.2385189616048327,1.0854849547357712,-1.342709792791033,0,0.30210248753412117,0.5396090672344694,0.6818173923670678,-1.1069310243514836
180,370,1,-0.03379043476737232,0.8840449006050533,0.7086689901066698,-1.342709792791033,0,0.30210248753412117,0.5396090672344694,0.6818173923670678,-0.03379043476737232
396,370,0,-0.19123540391952007,1.5561901236381839,0.7633639787928619,-1.342709792791033,0,0.30210248753412117,0.5396090672344694,0.6818173923670678,-0.19123540391952007
497,370,0,0.5266267690158747,1.0609252224558772,0.4756683924605332,-1.342709792791033,0,0.30210248753412117,0.5396090672344694,0.6818173923670678,0.5266267690158747
327,370,0,-0.0020290276090286124,-0.17723703049988968,0.7358509281018006,-1.342709792791033,0,0.30210248753412117,0.5396090672344694,0.6818173923670678,-0.0020290276090286124
285,370,1,1.1880942172123188,-0.00035670864906585555,0.16135603874890764,-1.342709792791033,0,0.30210248753412117,0.5396090672344694,0.6818173923670678,1.1880942172123188
47,370,0,0.8593826880215982,1.1316773511962066,0.9034242943047537,-1.342709792791033,0,0.30210248753412117,0.5396090672344694,0.6818173923670678,0.8593826880215982
47,370,1,0.8593826880215982,1.1316773511962066,0.9034242943047537,-1.342709792791033,0,0.30210248753412117,0.5396090672344694,0.6818173923670678,0.8593826880215982
169,370,0,-0.02344391855484465,-0.9201343822733498,0.8874488248514848,-1.342709792791033,0,0.30210248753412117,0.5396090672344694,0.6818173923670678,-0.02344391855484465
590,370,1,0.11023823117395956,-1.6984077984169745,1.0831938363784024,-1.342709792791033,0,0.30210248753412117,0.5396090672344694,0.6818173923670678,0.11023823117395956
570,370,1,0.2338780487691054,0.6010363856437352,0.7889867715260362,-1.342709792791033,0,0.30210248753412117,0.5396090672344694,0.6818173923670678,0.2338780487691054
116,370,0,-1.0544846220491104,0.2472757419420875,0.6015361975279598,-1.342709792791033,0,0.30210248753412117,0.5396090672344694,0.6818173923670678,-1.0544846220491104
74,370,0,-0.09728692567008902,-1.6630317340468097,0.27082172585011094,-1.342709792791033,0,0.30210248753412117,0.5396090672344694,0.6818173923670678,-0.09728692567008902
460,370,0,-1.721878730230039,-0.31874128798054874,1.3363019254114759,-1.342709792791033,0,0.30210248753412117,0.5396090672344694,0.6818173923670678,-1.721878730230039
49,370,1,-0.6414703941072214,1.4500619305276896,1.1083600498149928,-1.342709792791033,0,0.30210248753412117,0.5396090672344694,0.6818173923670678,-0.6414703941072214
34,345,1,-0.8088372394255993,0.07039542009126368,0.24505222411743827,1.6224370935722319,0,0.9127969414407212,0.02728379283911142,0.376470100378547,-0.8088372394255993
539,345,0,-0.2943536092178474,-1.0970147041241736,0.5124514055165735,1.6224370935722319,0,0.9127969414407212,0.02728379283911142,0.376470100378547,-0.2943536092178474
523,345,1,-0.05865015192214237,-0.9555104466435145,0.715005703454506,1.6224370935722319,0,0.9127969414407212,0.02728379283911142,0.376470100378547,-0.05865015192214237
553,345,0,-0.1415628321787237,0.6364124500138999,1.0005070878532047,1.6224370935722319,0,0.9127969414407212,0.02728379283911142,0.376470100378547,-0.1415628321787237
506,345,1,-0.40166815215067564,-0.6017498029418669,0.5149577662543682,1.6224370935722319,0,0.9127969414407212,0.02728379283911142,0.376470100378547,-0.40166815215067564
66,345,1,-0.1961959728044967,-0.42486948109104306,0.9826829555523184,1.6224370935722319,0,0.9127969414407212,0.02728379283911142,0.376470100378547,-0.1961959728044967
164,345,0,-1.454024302481208,-1.2031428972346678,1.1130939379510287,1.6224370935722319,0,0.9127969414407212,0.02728379283911142,0.376470100378547,-1.454024302481208
